,0
1357,461834.4139325939
1358,1290694.9295228082
1359,361823.2411004576
1360,266755.85230683803
1361,35552.79252310208
1362,719884.3453367626
1363,509134.58678835747
1364,678549.0834824577
1365,269595.9114561549
1366,1421243.0810936186
1367,271900.8678397821
1368,1300315.2009015526
1369,859503.1838943275
1370,934499.751172131
1371,417877.00651771994
1372,1099872.633507864
1373,1230272.9288870138
1374,736159.6773430164
1375,247446.9562409282
1376,374098.002787492
1377,767074.6633533962
1378,499404.46345346014
1379,642254.094087973
1380,286947.539708816
1381,569225.8523388848
1382,442209.3935472013
1383,583743.6235715564
1384,287026.67958656116
1385,494453.7964586115
1386,702690.3514782174
1387,50758.89089491265
1388,-172900.00500357867
1389,198380.37862361857
1390,247837.85418841703
1391,146692.71828051703
1392,658819.7572637266
1393,777514.3335848455
1394,2069297.6732741091
1395,591755.4983448829
1396,1357190.8839983558
1397,648927.9002521937
1398,354202.65045952774
1399,-33780.20325629113
1400,631477.548736009
1401,361026.1325775102
1402,406038.3975624136
1403,317583.22941668204
1404,350355.11352040933
1405,717226.6910693098
1406,157496.7159617429
1407,365243.3374908132
1408,517699.2260219656
1409,533501.0961043398
1410,646186.5153009028
1411,910689.9783683767
1412,1422334.4292146568
1413,550538.76095268
1414,523019.0953114098
1415,998075.428221516
1416,265521.6954548122
1417,725113.9997169008
1418,585846.2028103354
1419,1400328.7897099522
1420,1017018.7432530407
1421,775996.2365691353
1422,593176.2832170669
1423,802684.6601735096
1424,283744.4871535651
1425,275852.02609221725
1426,1384112.9334706552
1427,851217.7583768411
1428,743084.9036473248
1429,233672.24138228863
1430,520338.3890175873
1431,-114018.38550136832
1432,422513.62271808274
1433,330611.858518234
1434,278796.6207104307
1435,544203.5970537256
1436,449973.79987612297
1437,1314228.517894365
1438,264841.8187598641
1439,856423.4898234751
1440,83611.50789762399
1441,459581.7847431967
1442,435079.3427274078
1443,827985.9723040111
1444,225309.8372893519
1445,1035924.8751796366
1446,784708.8076157855
1447,412459.337873423
1448,753598.3724973011
1449,915058.1681389156
1450,324846.4830151658
1451,226378.67972703197
1452,1287987.200500831
1453,392216.2247093129
1454,465087.07934119995
1455,1098410.4934659093
1456,702584.6788778376
1457,968567.2583144241
1458,563082.2097278902
1459,1544468.8089757636
1460,407958.7443220919
1461,993762.9864987558
1462,371084.987527863
1463,271108.8387571049
1464,571338.7028338877
1465,98407.69558542437
1466,918847.1967436798
1467,240865.2212213811
1468,615177.2017211725
1469,-266606.1743072827
1470,537467.9016262973
1471,1065733.4512048448
1472,223299.84767348977
1473,515673.3277263708
1474,1186283.439759425
1475,395941.05455199594
1476,481834.6589964691
1477,1174714.2576612206
1478,206552.65171792213
1479,566371.193041272
1480,701217.3591116588
1481,796786.7723753367
1482,464051.1035457534
1483,746488.6024263864
1484,1222389.5524156461
1485,936057.0223259676
1486,828053.1733306575
1487,354705.4324871168
1488,488110.45242695254
1489,382450.03463346337
1490,401535.33986968815
1491,389995.30206469086
1492,508378.549123987
1493,433722.32711753005
1494,788885.3818383102
1495,246376.18628863216
1496,415614.0127249324
1497,305846.944586082
1498,552723.6033067362
1499,359538.9009642339
1500,862741.5827633325
1501,504009.5732865045
1502,458767.35684735375
1503,225922.6313107015
1504,755824.563785816
1505,401464.05974254676
1506,246221.49234372284
1507,757766.5301639631
1508,439504.6672678654
1509,415106.1732141437
1510,530536.8075055198
1511,453278.5191375144
1512,278722.3634897585
1513,241296.74537588505
1514,454639.65143333026
1515,789458.6053776395
1516,412233.5952531289
1517,264276.0688484183
1518,834679.1207195848
1519,96489.15603156539
1520,495627.11228439084
1521,601320.5056365835
1522,173074.34279542533
1523,136778.21505058667
1524,784099.4859204751
1525,139212.7178668456
1526,880672.9605178108
1527,146357.8476051013
1528,341150.74267793354
1529,112329.1199965286
1530,18401.035107865348
1531,564288.1647801247
1532,372173.29757777497
1533,439013.17459731176
1534,477840.3128352696
1535,370228.76238157554
1536,655595.6150858491
1537,1054802.8559903428
1538,678464.829895252
1539,1412617.1553543387
1540,645744.2048430794
1541,404912.4684607604
1542,1177904.2963758158
1543,113651.6188287831
1544,429667.6738789084
1545,684154.1200476105
1546,745523.284289373
1547,501009.64346073545
1548,833629.3008929385
1549,95549.72441994917
1550,401193.0671731974
1551,86991.17622514395
1552,635761.620192906
1553,968303.5862607792
1554,509848.9586697313
1555,679766.9246137834
1556,550348.6866525096
1557,598196.9284331271
1558,835227.0975847539
1559,185719.7472006171
1560,584146.6507831608
1561,900754.1534300883
1562,330265.50476243603
1563,480877.8155858726
1564,496162.57133455365
1565,252112.37983067543
1566,472017.1472297616
1567,1226919.8878279421
1568,714862.1963770291
1569,630336.4503822483
1570,696590.2592749445
1571,474978.23690066754
1572,419784.8586705368
1573,405476.2888254548
1574,193076.16050621297
1575,941699.4434682255
1576,841953.6238131177
1577,166807.60064583202
1578,558303.1882211101
1579,307192.57264107314
1580,106196.75781212602
1581,913412.4928035507
1582,196422.5762988238
1583,729243.3456314262
1584,1546947.1837351262
1585,181098.57706502528
1586,772663.5193075403
1587,743757.7947941887
1588,184381.40036083636
1589,1012707.0814719716
1590,673954.6607074966
1591,285391.29817179806
1592,470474.19596384896
1593,770204.1757160255
1594,543617.9727603367
1595,307388.5325483837
1596,590896.2156519103
1597,47381.41176560498
1598,705659.68820537
1599,524703.2270712396
1600,129907.2583682136
1601,512570.12825167866
1602,686616.5136191951
1603,1487503.9645841513
1604,930169.3084567114
1605,821527.3245893806
1606,717190.4542085404
1607,909418.3711430904
1608,843151.1983371036
1609,630048.1577467709
1610,463950.89530887967
1611,187603.22755467612
1612,474129.61122095026
1613,877699.0642424676
1614,319132.4106877735
1615,299375.824576859
1616,278071.6225284024
1617,1294260.0579162114
1618,1410725.3040433028
1619,1030495.0913300446
1620,808045.3789750589
1621,970219.0947429823
1622,570622.2924442353
1623,1491518.4085350716
1624,563224.1107639924
1625,1395402.8152650339
1626,717112.0286545827
1627,309477.54127110925
1628,331639.48751813406
1629,851690.9878447197
1630,993910.8898706556
1631,1109215.818879033
1632,234294.0295822387
1633,470284.1310215959
1634,496497.6184389775
1635,197526.54140459275
1636,701536.6324786087
1637,663902.4912352558
1638,922495.8531158945
1639,372926.5661470407
1640,1769319.3060343722
1641,108256.63605547568
1642,331121.7552302616
1643,302606.6663250795
1644,883692.4902166977
1645,221145.13108396775
1646,322941.5306361937
1647,1471943.6097304714
1648,344792.5689447045
1649,533999.3123379075
1650,871103.2180232679
1651,499339.1107701411
1652,264247.379237883
1653,345487.0719902265
1654,676305.235071031
1655,625443.6406417255
1656,982080.3984990752
1657,397555.61650928564
1658,332609.1242571968
1659,546137.984842484
1660,1087305.991446578
1661,185133.51814250095
1662,477118.80377707724
1663,480418.8286117355
1664,1040390.0644623156
1665,376425.9173930305
1666,1039725.0325697552
1667,-268054.55094115686
1668,502607.25099014
1669,884329.0602316376
1670,121817.96665775811
1671,245751.49712131597
1672,478185.961574167
1673,1104.8485171217471
1674,377526.17436390114
1675,262497.4927637334
1676,664917.1147528525
1677,425407.2346640463
1678,483487.2159922711
1679,644619.6550666116
1680,936037.9930223232
1681,300927.0767508154
1682,1133494.346350898
1683,370076.1015802644
1684,1218463.642579496
1685,212301.4877443284
1686,37749.670154258376
1687,1205834.9055554816
1688,682265.4280675263
1689,277559.117527006
1690,936165.6295837875
1691,1513862.3066360122
1692,352867.5663137854
1693,391788.6311576611
1694,231920.73471481644
1695,1046262.8653184784
1696,924727.9257666323
1697,581446.1742549516
1698,749093.5261538508
1699,478412.68098210974
1700,574756.8689351775
1701,95583.34535133449
1702,247684.37150902674
1703,417585.9033728916
1704,322667.1994060931
1705,481570.3645174989
1706,371867.8177179098
1707,197034.06077872386
1708,765584.3317486655
1709,650624.5044939113
1710,1413279.692581365
1711,549036.6083746315
1712,350247.0885618705
1713,233961.82754195936
1714,223115.2205325308
1715,132345.88079150085
1716,99665.26501432643
1717,207527.02227122284
1718,798147.2134182071
1719,700013.9012622682
1720,355995.2427632223
1721,503807.0072740159
1722,671613.5020406054
1723,880685.7349126876
1724,1303839.33356241
1725,261143.17972080817
1726,705938.1646945273
1727,132059.86661030032
1728,541539.5519419272
1729,736620.2939710438
1730,694759.6636264621
1731,270119.45521518646
1732,274689.32735492
1733,2593825.926104228
1734,185661.68863297743
1735,44202.8603482598
1736,150504.05550043372
1737,144361.55034266826
1738,272020.6340416458
1739,376234.548024224
1740,460298.00896860904
1741,561569.1770564374
1742,782025.1977225126
1743,379093.0061080933
1744,595381.424552893
1745,573614.9990330752
1746,751949.6981986417
1747,734675.0441000424
1748,199077.46253345482
1749,-138167.18009736104
1750,407993.5376862739
1751,198947.8474579861
1752,498949.53896986716
1753,574797.9481027698
1754,474475.2723816995
1755,219013.10024365236
1756,129215.16070283268
1757,822486.3383362103
1758,565716.5907823107
1759,1018391.9109606236
1760,910402.1819449057
1761,988803.9784245224
1762,762917.4477756919
1763,395683.87166965485
1764,470935.0905436595
1765,234668.55005091988
1766,633423.3365029147
1767,263712.3179247439
1768,1419184.9480563295
1769,384366.55866660224
1770,404007.4268830557
1771,498083.0216024548
1772,251746.9247187724
1773,318916.04924872273
1774,438113.50820774434
1775,-163937.76557865425
1776,516324.7309746819
1777,424947.76344181644
1778,1885376.4431828735
1779,722264.0000731786
1780,30802.0774690315
1781,872190.207062014
1782,881227.522303355
1783,376708.6867003327
1784,331117.8090258691
1785,848264.7158743228
1786,524268.60619978444
1787,630976.8502540828
1788,473472.45274818805
1789,836788.5697451303
1790,1459159.1994697186
1791,316883.27715134795
1792,750641.006920085
1793,540133.841075109
1794,682853.4382278586
1795,496614.5451177815
1796,2069177.90890567
1797,375295.08106299664
1798,558729.6580722438
1799,795867.2820590357
1800,-97171.20100682246
1801,249068.49542564555
1802,267413.5501503147
1803,589032.1509862223
1804,148782.23519630835
1805,131846.5415468252
1806,559231.059559707
1807,543986.0980689835
1808,648686.6294295955
1809,767192.4775617165
1810,45693.841424803366
1811,303857.25259450625
1812,346211.0641334088
1813,437157.52542612504
1814,401629.2884369658
1815,1594387.9690446607
1816,462173.68878716824
1817,402450.4741576008
1818,133025.3280771867
1819,372180.9899625628
1820,329427.8948086888
1821,514561.6339803451
1822,726332.7775995724
1823,1013044.3487785173
1824,92424.75280239171
1825,287268.307731165
1826,247612.86537766078
1827,348253.6466437692
1828,604134.8017129136
1829,158423.9733502447
1830,1600953.783380732
1831,499110.8117869793
1832,557384.1658182122
1833,291843.5258514101
1834,334954.2424729115
1835,205013.13512411853
1836,669356.4886239758
1837,774877.9400735962
1838,615586.881047527
1839,420509.6648360604
1840,834851.2967623338
1841,1203243.2180401152
1842,218348.27253723767
1843,650079.3567591271
1844,403057.7816066276
1845,493225.72414386284
1846,703351.8339203106
1847,178781.42098751018
1848,645337.0439681248
1849,531584.0899115686
1850,67048.79212922935
1851,336108.4289131388
1852,1339981.673226242
1853,754465.4389923351
1854,568890.6134862087
1855,210330.56192919
1856,695268.1670267783
1857,554448.2138140802
1858,563982.8634653984
1859,-16919.50496452779
1860,304438.5438042332
1861,436514.9386689707
1862,591764.741623193
1863,697463.1380205094
1864,1087293.477528268
1865,12105.19936451377
1866,296106.6932780866
1867,535878.4286508148
1868,958659.3334604002
1869,908187.5624649307
1870,455200.3001594037
1871,735123.1151007565
1872,221888.1245787089
1873,536129.2265027614
1874,684217.8635857857
1875,837634.733820716
1876,458071.4098922396
1877,555881.5331189915
1878,3210.9632443936425
1879,623705.0417144462
1880,518981.5434646853
1881,270187.7818016656
1882,-74317.14556391074
1883,699216.4072131264
1884,850269.1464742188
1885,1398785.6531778402
1886,1424761.6379559552
1887,204200.13974483142
1888,259505.65915897908
1889,647634.00161993
1890,670698.0490269712
1891,250165.3690017803
1892,128349.15296454902
1893,509781.74084215367
1894,231553.43123993388
1895,571387.0219424248
1896,244217.38260882767
1897,770468.7973104713
1898,235434.68722869107
1899,157045.08545771218
1900,571229.8638543925
1901,341707.09251203353
1902,585192.0450409706
1903,312837.7915622719
1904,195707.03410814953
1905,894576.3728569484
1906,874272.8368201408
1907,175611.0558589694
1908,1128748.2178055034
1909,293402.0282364609
1910,244933.24844666908
1911,575595.8872302048
1912,758658.3455843471
1913,43985.615432221966
1914,826133.7768555988
1915,452116.22090515937
1916,849706.8019713586
1917,519817.30063639255
1918,552107.8685282149
1919,161652.25426149642
1920,764710.9305789492
1921,192269.99254607334
1922,616709.4310121983
1923,498522.5243752698
1924,345964.8393554839
1925,413556.46385168436
1926,353273.46828277805
1927,515931.98927206034
1928,496117.06047076965
1929,692302.8565742779
1930,471609.6147942663
1931,734287.6707582629
1932,276201.6354925945
1933,238643.08578525984
1934,300805.35653991625
1935,1491624.042281771
1936,750221.9562505619
1937,392897.5955414275
1938,846803.0708728757
1939,578639.6229157231
1940,308581.35523341945
1941,448967.6468063792
1942,224442.7411444498
1943,-42193.580800746626
1944,654554.9634577626
1945,977002.7799811034
1946,873985.8479379195
1947,208287.1767551854
1948,468217.5556200029
1949,222156.90752903675
1950,721074.7854556987
1951,1439083.8223615484
1952,1162720.633097548
1953,1746274.2498566834
1954,180549.73508919403
1955,-61187.64944052906
1956,657749.3512002429
1957,799181.2006631718
1958,567436.3521129383
1959,960081.7794076166
1960,812314.362201481
1961,499468.6684115757
1962,594055.7412038571
1963,426622.1286343308
1964,1975441.9683758551
1965,553467.2264025717
1966,375866.40278302087
1967,502268.8451354065
1968,211002.97596097033
1969,284003.69137467205
1970,427716.38505122985
1971,1124822.1413409072
1972,264622.57936613983
1973,1119650.002799741
1974,983932.3635413962
1975,1320946.2654771456
1976,79738.09071465058
1977,846092.7081831634
1978,763969.978234181
1979,667313.2956097074
1980,783421.329979041
1981,652840.3961742729
1982,371646.7019008534
1983,1166126.067118688
1984,667094.205654294
1985,639672.0460459305
1986,1311732.1218761313
1987,540769.1036170096
1988,174717.2391206961
1989,482130.7559237073
1990,250482.595581819
1991,650108.8545838681
1992,808320.2749759542
1993,662100.1002953543
1994,407768.26180639514
1995,368770.33298477484
1996,593072.5494249148
1997,661859.7858974497
1998,181653.6428208106
1999,175757.96033847216
2000,557266.1001945197
2001,464259.59704540204
2002,387041.6028196983
2003,1037144.9436071581
2004,417137.1398042785
2005,550434.0555820969
2006,183182.43252460298
2007,79001.68912124581
2008,245821.32132756128
2009,226450.74942452903
2010,747552.9150955065
2011,213662.25671352056
2012,493586.4946952695
2013,264807.32968128857
2014,863969.0916434481
2015,484738.986133302
2016,-39604.249283562414
2017,276856.3757344076
2018,782973.5032540715
2019,240614.60121148487
2020,279292.9210798917
2021,543575.0545942481
2022,758429.7829927625
2023,503767.7418030199
2024,948230.1228578024
2025,519795.9177237643
2026,1134861.2267442034
2027,462331.8266482529
2028,463447.25630798866
2029,452825.6943433335
2030,1687235.25580954
2031,51804.83519998903
2032,767461.6485370811
2033,641657.0186443105
2034,63523.842957455316
2035,1415605.9970093612
2036,1472197.9069957128
2037,1034042.8503131407
2038,564461.0273071799
2039,344089.30990720214
2040,609943.9500594578
2041,309253.4666108303
2042,622173.3147639553
2043,746408.4771989759
2044,231453.81638470181
2045,596800.9552751356
2046,1038171.3534019465
2047,487142.7375405382
2048,714130.437284838
2049,231327.85179623438
2050,693086.9173915616
2051,622669.7950269895
2052,247974.0722366419
2053,679579.103971758
2054,1266839.1052509984
2055,901782.1661456415
2056,-29965.564178096683
2057,96424.57699647208
2058,1177476.1965410616
2059,1174075.5524379704
2060,589361.3773229303
2061,1026363.9062144005
2062,465499.3826718803
2063,652509.6664612459
2064,647640.6233172098
2065,293299.5111387791
2066,705667.7462490007
2067,717287.7902201772
2068,299830.42836304905
2069,432529.6161358297
2070,836621.0613158158
2071,653489.0693690727
2072,859351.6196918193
2073,600333.7695616017
2074,236396.75104280363
2075,1703406.382540165
2076,492957.673472236
2077,461804.34370421525
2078,651175.4967313568
2079,458361.5288877677
2080,282843.0463864294
2081,474223.44343907177
2082,836695.0126730296
2083,607906.7757440916
2084,444725.96354905283
2085,717579.5634730489
2086,172319.59966177767
2087,742048.2202454864
2088,-49340.10753349948
2089,339874.45484616165
2090,390336.3143769067
2091,592874.7220434755
2092,415673.2120545055
2093,404692.40393868287
2094,842408.8463108329
2095,423307.6564353885
2096,-70141.60644151454
2097,-80581.67506945049
2098,103410.87102405494
2099,860916.45861007
2100,626322.4144924902
2101,624873.406329796
2102,-91628.4391236254
2103,879229.5187045365
2104,1632285.1952578016
2105,417759.2030977227
2106,1209381.4547194382
2107,689747.3045548385
2108,371546.75040813
2109,106300.53584506066
2110,712038.8086090402
2111,941042.5745092843
2112,84981.88791260117
2113,447800.4120488111
2114,712381.9050565347
2115,438692.4789623391
2116,551882.1374163254
2117,481992.1388030823
2118,220974.23902736773
2119,570301.101303822
2120,233530.92768098775
2121,-34018.1716480671
2122,229240.8289578812
2123,707532.252978949
2124,712998.9537717048
2125,44736.3633250054
2126,963294.9184667988
2127,355344.8794628979
2128,950863.6126330035
2129,156381.80698034755
2130,788378.717275547
2131,499997.21826898505
2132,1086153.2715582382
2133,933303.5502556429
2134,434415.48019166756
2135,-50925.36764468442
2136,824917.2551024457
2137,549897.426882586
2138,563634.7173148983
2139,622372.6347925903
2140,718070.9797658825
2141,129217.82873321022
2142,-131578.93376039245
2143,1033919.1767708502
2144,533845.0249547901
2145,138418.07553986344
2146,218109.933626808
2147,233254.2442990138
2148,704368.0600642214
2149,380652.2927899001
2150,519696.16200178256
2151,498762.9735133642
2152,473737.1265621552
2153,321039.03037749685
2154,639666.24635207
2155,17722.3699779131
2156,-78406.64191591894
2157,367277.9040640207
2158,518425.2019137471
2159,17167.675269925734
2160,527067.5873240132
2161,451079.3810686703
2162,372074.49657951156
2163,578590.3176612827
2164,587199.3598139186
2165,985243.224359658
2166,797632.2305269607
2167,222958.98460669222
2168,486657.95380470424
2169,519352.21527382906
2170,599316.1379545443
2171,604384.8354200047
2172,556007.3839470221
2173,530381.1650401907
2174,639075.7260876469
2175,556534.7293881061
2176,1129637.1440717378
2177,938509.337214071
2178,319290.81492202857
2179,1019033.4225880163
2180,74748.17288183322
2181,419468.22362445237
2182,533459.6566234636
2183,692123.971718278
2184,733163.2598727297
2185,78039.59222050966
2186,408067.1345425289
2187,278025.686441602
2188,482547.39364209236
2189,896344.7736263551
2190,223779.35899316403
2191,277381.3406199931
2192,1501711.2129131844
2193,164125.2372507144
2194,783307.857657957
2195,70236.08534493006
2196,148530.97739679914
2197,905900.3945394616
2198,401301.1992955414
2199,684282.0687162757
2200,283342.81676259445
2201,1154103.8822626732
2202,466729.94526313455
2203,350767.7529063745
2204,720491.1473265954
2205,266360.2391007021
2206,423359.50288081367
2207,-10835.861927389866
2208,94072.66748492047
2209,1031257.0592601519
2210,235579.9509147487
2211,425421.1565414063
2212,-46578.54311673052
2213,33202.37838417827
2214,411775.5258062
2215,1267933.7695901738
2216,578269.8190293065
2217,237622.40349815472
2218,211372.46676060115
2219,792697.8203838201
2220,595218.1645175633
2221,906636.7007223578
2222,560434.4129768142
2223,324845.7718374585
2224,507030.6054795203
2225,593145.9857619887
2226,287036.8378900183
2227,323905.382689734
2228,1011206.7468183938
2229,574444.7444923157
2230,670574.1974469754
2231,-125804.19221066177
2232,393074.1016176675
2233,542475.1444080037
2234,499769.1567270459
2235,465831.0472446276
2236,411230.7712979746
2237,428750.13199021656
2238,143591.42498701788
2239,257687.84681242745
2240,271306.9270852069
2241,468094.18848379306
2242,597987.6726471715
2243,476899.1386871671
2244,755898.7129804761
2245,483015.7589991533
2246,966295.1317000514
2247,944903.7083941385
2248,494591.0837385794
2249,364857.7092926643
2250,615585.5467970059
2251,374772.39036265516
2252,240391.40148565278
2253,632251.1633795965
2254,383794.1379536274
2255,485404.78223103797
2256,122176.070266144
2257,341490.05809284083
2258,70686.01793918974
2259,640286.5640742731
2260,209065.81798265222
2261,378004.326130189
2262,950029.6000550751
2263,1004674.0142797512
2264,497896.5065929397
2265,274550.5718480284
2266,520152.8156837254
2267,339956.0179986501
2268,712099.1038358675
2269,329308.7276927446
2270,634068.6066039586
2271,433142.39911824977
2272,418047.19700986356
2273,431009.7254280817
2274,135800.6779042082
2275,999398.2061663588
2276,616062.9642248908
2277,778703.2143752904
2278,1096218.6995597049
2279,916475.5689921918
2280,604119.7827324716
2281,196777.2470532045
2282,508970.3830323875
2283,1509406.0202593706
2284,296444.0290721954
2285,449203.7924766288
2286,449807.5079736271
2287,850731.2619129975
2288,704641.7974384316
2289,253672.4465904485
2290,787978.5111057544
2291,185226.7590940296
2292,1477430.296948764
2293,555758.9870744764
2294,424927.0190624839
2295,689360.1253812049
2296,651344.4083105566
2297,761392.0720793798
2298,123065.76100246847
2299,232083.81500013254
2300,360317.4798859112
2301,761671.8597251652
2302,1824315.7022922984
2303,1269403.4904755554
2304,582623.7578330451
2305,162038.22863101482
2306,121369.45416665945
2307,325550.1711010982
2308,339035.9158963644
2309,637540.2923032987
2310,269163.5651721327
2311,177164.77552365686
2312,411127.8773892211
2313,548014.9163936088
2314,593003.646003524
2315,1366150.2389771282
2316,264805.95309807715
2317,464656.57298663794
2318,1178158.1712040678
2319,594045.2017911307
2320,547805.0917280368
2321,430072.9904429959
2322,232348.28634757444
2323,575990.9014001244
2324,544996.6759473771
2325,173462.46141243313
2326,91826.34078936087
2327,284259.4506668062
2328,117099.67832296505
2329,260789.56976478006
2330,358128.4465160639
2331,1238966.0997060514
2332,283953.39052474697
2333,305967.551359092
2334,295341.23679451644
2335,442970.5768314492
2336,1271733.6943153758
2337,463532.0895115241
2338,315374.875912615
2339,306259.0744429779
2340,854995.8603612279
2341,1193879.618223331
2342,355711.1997418762
2343,1385257.783952592
2344,450800.38249694183
2345,1083306.6548601277
2346,391343.91084086034
2347,513906.8851117068
2348,779238.5933459953
2349,906481.6749522724
2350,747146.5599473068
2351,220906.4960312253
2352,912578.0855372438
2353,439787.03632918163
2354,266904.32577111863
2355,659400.773128324
2356,562995.6554746261
2357,567786.5126441459
2358,306963.69810752384
2359,248444.62093212636
2360,156372.95262697682
2361,540069.9264648313
2362,221487.7102364648
2363,513463.31233048986
2364,344070.5697799552
2365,101150.65548424539
2366,720321.6592316029
2367,881144.7324787938
2368,63939.51568514871
2369,642600.6285127929
2370,389722.50603106583
2371,245534.54539128393
2372,429856.5009327716
2373,421197.0146229835
2374,254484.52710833534
2375,742496.6781141956
2376,26959.13894810772
2377,312110.4737963892
2378,307196.5291098609
2379,1090974.031070298
2380,190736.4949960524
2381,868108.6670298715
2382,400327.8740701098
2383,445547.4038354348
2384,1021890.4613946314
2385,666316.443063629
2386,597106.7153870501
2387,874448.6357807374
2388,273902.1194265718
2389,562356.0066571212
2390,265021.47449621424
2391,379652.6675201362
2392,86433.11466267658
2393,248964.98590163892
2394,416066.24524180125
2395,229489.26917768846
2396,813410.9004449556
2397,-39929.64009475731
2398,613713.8623991373
2399,523131.9167409062
2400,228082.20651626366
2401,626367.6466403574
2402,549170.4592992124
2403,-79211.74352767551
2404,638865.7070409977
2405,1237740.8471679795
2406,622626.7661080003
2407,412951.178961769
2408,1345403.8215443483
2409,851451.7164656102
2410,179540.6488131162
2411,359813.9517815823
2412,738644.57960569
2413,1071977.294418599
2414,36117.63281255617
2415,497993.58004493534
2416,456182.65048389067
2417,1022670.6148608845
2418,465813.93424048624
2419,247921.77575815783
2420,244458.0662063444
2421,536985.8636312942
2422,489359.2787136382
2423,1123631.0570488283
2424,437162.4289898523
2425,1744694.387302958
2426,274612.74209280964
2427,303041.1221920487
2428,141217.5297328176
2429,396911.9846035049
2430,468130.9496598949
2431,919825.2604691255
2432,511166.1340446576
2433,-35839.00823915962
2434,476585.7206145717
2435,356156.50677900866
2436,962240.7395624883
2437,498664.5960659932
2438,1016403.8169345072
2439,536850.9328831474
2440,272794.9246822575
2441,470077.82929893525
2442,1040338.2077487136
2443,337017.0559932309
2444,897457.7510958872
2445,1100152.1563221044
2446,395394.412973693
2447,443850.5026424944
2448,-175297.64397381328
2449,569500.377982148
2450,58847.18293606816
2451,378006.5600500405
2452,570861.4758579266
2453,470061.3112797069
2454,878254.9377808784
2455,815716.6839719609
2456,239122.13539747783
2457,472465.5837829835
2458,70597.22929512465
2459,517803.41749785247
2460,478856.33828053554
2461,568159.8962105532
2462,532713.4107045482
2463,465335.00570054166
2464,562402.0156722352
2465,755170.2651967298
2466,561572.4551060455
2467,168773.05862482626
2468,1256563.3638226218
2469,427005.5108194627
2470,626773.5638816444
2471,266862.0862613298
2472,361374.19990805746
2473,703744.0930794134
2474,111372.7441731441
2475,829501.4204101876
2476,192763.14450176596
2477,424437.45166833745
2478,67862.84921003977
2479,649404.5170931494
2480,531551.7587507142
2481,724328.8398149641
2482,519301.18654464383
2483,358699.1409073842
2484,820364.8038244449
2485,926405.2607830259
2486,140322.11367294838
2487,1067537.25892097
2488,673292.5601998883
2489,422746.9345649015
2490,611025.5547032888
2491,1008287.4863442479
2492,1197883.3196784141
2493,-79112.48250330266
2494,310145.3930939039
2495,358218.6762236664
2496,653874.5426626768
2497,401210.6520813857
2498,425069.45925527485
2499,732215.7136326265
2500,667361.9882733895
2501,411760.7211064276
2502,149748.9233301576
2503,202869.00921694323
2504,542268.8585256577
2505,232979.57149146247
2506,1090721.5611499809
2507,355062.11720494693
2508,125975.42263826088
2509,900155.389364865
2510,958039.930470405
2511,643779.2735337109
2512,832197.1610668079
2513,495102.0228145652
2514,207395.8400220201
2515,511494.83604771167
2516,714609.5549267582
2517,401513.17663394497
2518,423522.1540724952
2519,576888.95672713
2520,419997.5596530215
2521,474353.247105976
2522,557080.4837606903
2523,950828.4276026379
2524,1166154.240220068
2525,429634.41576858086
2526,717999.3834784908
2527,963035.721097109
2528,850533.4924418026
2529,415879.88595496735
2530,290912.1203312954
2531,948510.52531469
2532,288751.1354714755
2533,482996.3614291921
2534,700263.6838029954
2535,520291.77897654753
2536,380928.0172635511
2537,40516.81627486134
2538,805969.3865046698
2539,519732.86249932274
2540,126953.16196631518
2541,679679.8029827443
2542,964888.9613984948
2543,314188.58504069527
2544,453516.91480724595
2545,828606.2337141096
2546,302744.5203836382
2547,239206.8204512525
2548,347738.0046629383
2549,449118.074981453
2550,395487.04798447865
2551,333330.2411497334
2552,678861.2440743
2553,862954.9638219272
2554,436763.6642375733
2555,475142.2198376494
2556,572470.5762370721
2557,513399.7436784401
2558,213803.47994217853
2559,650405.4398504657
2560,61562.454384674085
2561,379393.9693912165
2562,1138611.5864267154
2563,423265.3042340252
2564,314619.5584430868
2565,927609.3597449114
2566,1119339.9107360584
2567,933446.6409047052
2568,305201.44094596454
2569,1143821.3109057378
2570,434126.43907141977
2571,183850.04567969212
2572,428187.43193531723
2573,595460.4877228559
2574,199021.47115908505
2575,-47013.59038836538
2576,725885.7374357774
2577,992667.1776162715
2578,1718148.8352109203
2579,666406.7239751236
2580,101879.97326403728
2581,667381.1615535977
2582,274408.3529323579
2583,245376.12534473423
2584,293436.0564943594
2585,161113.2540569348
2586,530409.5029351182
2587,591317.9257190726
2588,1020587.5229733802
2589,415773.68721069605
2590,513483.5240348729
2591,460143.7045377593
2592,168963.72152628173
2593,1392409.6985943317
2594,800157.43856976
2595,891662.2852737588
2596,577392.6957566101
2597,268030.9294217785
2598,403343.28230371047
2599,507074.8934066263
2600,538619.7291434474
2601,595719.8561755646
2602,-24781.078073680605
2603,1030689.5549935891
2604,534813.4430235942
2605,716818.6180148632
2606,370846.1627343986
2607,349916.80824980105
2608,218806.2610557155
2609,1117631.9519094042
2610,958422.1710420292
2611,771268.0518532146
2612,183640.40826814098
2613,184020.11411072727
2614,254118.47968050942
2615,1067477.1112863324
2616,683280.6830288258
2617,368374.44929506036
2618,429406.44821875566
2619,384247.87048662954
2620,947429.5839945691
2621,398434.1891042631
2622,383655.46478886413
2623,1667480.4924134533
